Correlation,FDR,Feature 1,Feature 2
continuous,continuous,string,string
,,meta,meta
0.495,2.4769284669703773e-73,209395_at,212463_at
0.495,2.6156229847454703e-73,209395_at,211623_s_at
0.495,2.644457236974454e-73,209395_at,218239_s_at
0.495,2.644457236974454e-73,209395_at,211748_x_at
0.495,2.7160374307368165e-73,209126_x_at,209395_at
0.495,3.0539174155162856e-73,208638_at,209395_at
0.495,3.236275210493265e-73,203455_s_at,209395_at
0.495,3.326169075511451e-73,209395_at,211911_x_at
0.494,3.427776662698687e-73,201725_at,209395_at
0.494,3.478763523038396e-73,200602_at,209395_at
0.494,3.533705091222606e-73,200696_s_at,209395_at
0.494,3.5919743719142516e-73,200815_s_at,209395_at
0.494,3.7214447058907154e-73,208018_s_at,209395_at
0.494,4.3823060905936024e-73,203761_at,209395_at
0.494,4.6330989970376664e-73,209374_s_at,209395_at
0.494,6.799954620237896e-73,201368_at,209395_at
0.493,7.3555815609765e-73,208693_s_at,209395_at
0.493,8.419392425740414e-73,203471_s_at,209395_at
0.493,8.548915901493481e-73,209395_at,209609_s_at
0.493,8.956345657593874e-73,203575_at,209395_at
0.493,9.416682423944786e-73,209395_at,212724_at
0.493,9.714749637276243e-73,209395_at,212119_at
0.493,1.0570581050433327e-72,209395_at,211991_s_at
0.493,1.1115096275064084e-72,204440_at,209395_at
0.493,1.2240803487456566e-72,201137_s_at,209395_at
0.493,1.3815015860821132e-72,209395_at,217833_at
0.493,1.3815015860821132e-72,209395_at,217865_at
0.493,1.3989990888649663e-72,203212_s_at,209395_at
0.493,1.4079533310809384e-72,209395_at,213932_x_at
0.492,1.6389954960409665e-72,209395_at,212219_at
0.492,1.7090281863924378e-72,209310_s_at,209395_at
0.492,1.7586074199703949e-72,202887_s_at,209395_at
0.492,2.0844577350484483e-72,205480_s_at,209395_at
0.492,2.1559040874707133e-72,209395_at,218238_at
0.492,2.286188757948677e-72,209395_at,219863_at
0.492,2.4866969662728207e-72,208959_s_at,209395_at
0.492,2.4920862485266174e-72,209395_at,215193_x_at
0.492,2.7172315238253785e-72,203932_at,209395_at
0.492,2.765668616138237e-72,209395_at,216640_s_at
0.492,2.7928804586056037e-72,205036_at,209395_at
0.492,2.995331603238915e-72,209395_at,212506_at
0.492,3.0091087313593516e-72,209395_at,210648_x_at
0.492,3.239150555913673e-72,209395_at,218887_at
0.491,3.3105576714764946e-72,205051_s_at,209395_at
0.491,3.7933733794070955e-72,209395_at,219032_x_at
0.491,3.996956852150403e-72,201720_s_at,209395_at
0.491,4.0636741608054386e-72,209395_at,218963_s_at
0.491,4.210269946066147e-72,204061_at,209395_at
0.491,4.422678654962648e-72,209395_at,212680_x_at
0.491,4.572125842111696e-72,200621_at,209395_at
0.491,4.625360253056194e-72,202693_s_at,209395_at
0.491,5.722644824253791e-72,209395_at,218796_at
0.491,5.970260878969651e-72,203175_at,209395_at
0.491,5.982939441375474e-72,209395_at,217938_s_at
0.491,6.815042568178204e-72,209395_at,212333_at
0.49,8.02641510897855e-72,203528_at,209395_at
0.49,8.308931009555245e-72,203234_at,209395_at
0.49,8.757933486516701e-72,209395_at,209969_s_at
0.49,1.0740344205992757e-71,209395_at,211990_at
0.49,1.1070600836811053e-71,205596_s_at,209395_at
0.49,1.1680904279715468e-71,209395_at,219862_s_at
0.49,1.229880611042891e-71,209395_at,212048_s_at
0.49,1.2706596240343006e-71,201564_s_at,209395_at
0.49,1.3105412609197339e-71,209034_at,209395_at
0.49,1.3233427015461249e-71,204438_at,209395_at
0.49,1.3576053125506492e-71,207714_s_at,209395_at
0.49,1.4035189733353e-71,206366_x_at,209395_at
0.49,1.4623527815925168e-71,209395_at,219944_at
0.49,1.4645719772447625e-71,202511_s_at,209395_at
0.489,1.5502553572312402e-71,209395_at,213888_s_at
0.489,1.7142260790699292e-71,209395_at,219471_at
0.489,1.8669976079743475e-71,209395_at,216236_s_at
0.489,1.9069956758090496e-71,208637_x_at,209395_at
0.489,1.9102205096010253e-71,209270_at,209395_at
0.489,1.9267419738734e-71,202579_x_at,209395_at
0.489,2.04501857409413e-71,203979_at,209395_at
0.489,2.1353413524289873e-71,209395_at,211160_x_at
0.489,2.188233160987491e-71,209395_at,214096_s_at
0.489,2.27928658361867e-71,201407_s_at,209395_at
0.489,2.2977020440592516e-71,208697_s_at,209395_at
0.489,2.4260552808935635e-71,209395_at,213011_s_at
0.489,2.4303846189295323e-71,200891_s_at,209395_at
0.489,2.7808507325296595e-71,201306_s_at,209395_at
0.489,2.892573006579514e-71,209395_at,218854_at
0.489,2.9960423251560007e-71,201387_s_at,209395_at
0.488,3.5210270667768396e-71,209395_at,212311_at
0.488,4.126491392804213e-71,209395_at,211528_x_at
0.488,4.1537067576548835e-71,203287_at,209395_at
0.488,4.273549369115263e-71,201785_at,209395_at
0.488,4.517018023544706e-71,209395_at,217901_at
0.488,4.93591726184685e-71,209395_at,213857_s_at
0.488,4.936498474057389e-71,209395_at,218927_s_at
0.488,5.108076731493735e-71,209395_at,215706_x_at
0.488,5.671833041403175e-71,209395_at,222154_s_at
0.488,6.069687573727926e-71,203167_at,209395_at
0.488,6.1434309265165356e-71,207616_s_at,209395_at
0.488,6.266860288915234e-71,209395_at,212414_s_at
0.488,6.289622438152339e-71,201645_at,209395_at
0.488,6.289622438152339e-71,209395_at,209449_at
0.487,6.5836503352083916e-71,201478_s_at,209395_at
0.487,6.743137681980028e-71,203560_at,209395_at
0.487,7.535938083479646e-71,205474_at,209395_at
0.487,8.003301884526173e-71,209395_at,212167_s_at
0.487,8.49512981900023e-71,203729_at,209395_at
0.487,8.900448145142093e-71,209395_at,211529_x_at
0.487,9.117157160265227e-71,200086_s_at,209395_at
0.487,9.318291153118926e-71,209395_at,212589_at
0.487,1.2107760710234331e-70,204733_at,209395_at
0.487,1.217328560249359e-70,209395_at,32069_at
0.486,1.4351764608828121e-70,200067_x_at,209395_at
0.486,1.4351764608828121e-70,202084_s_at,209395_at
0.486,1.439361544505799e-70,201897_s_at,209395_at
0.486,1.439361544505799e-70,209395_at,213160_at
0.486,1.458070783439649e-70,208795_s_at,209395_at
0.486,1.6445559957906138e-70,208607_s_at,209395_at
0.486,1.6920199606713873e-70,201923_at,209395_at
0.486,1.7202319966619734e-70,206991_s_at,209395_at
0.486,1.8241780843557777e-70,208855_s_at,209395_at
0.486,1.8658733005009485e-70,203269_at,209395_at
0.486,1.885085701212731e-70,209395_at,220178_at
0.486,1.9303718518084306e-70,207988_s_at,209395_at
0.486,1.9868784042501384e-70,202236_s_at,209395_at
0.486,2.0071503061790147e-70,209395_at,209670_at
0.486,2.0210092664686204e-70,209395_at,211456_x_at
0.486,2.204613265507571e-70,203126_at,209395_at
0.486,2.244860508045439e-70,207719_x_at,209395_at
0.486,2.416131792015372e-70,209395_at,211581_x_at
0.486,2.5398963882530405e-70,209395_at,213811_x_at
0.485,3.031813794943825e-70,209395_at,212110_at
0.485,3.2465650547854694e-70,200045_at,209395_at
0.485,3.301483648630678e-70,202806_at,209395_at
0.485,3.3109387392392225e-70,209395_at,218603_at
0.485,3.3228415957960506e-70,203185_at,209395_at
0.485,3.4316093288778504e-70,200039_s_at,209395_at
0.485,3.431925530345797e-70,203554_x_at,209395_at
0.485,3.8763188373129965e-70,203519_s_at,209395_at
0.485,3.888693803922817e-70,209395_at,219209_at
0.485,4.124534840167071e-70,204205_at,209395_at
0.485,4.395133024993279e-70,209395_at,212191_x_at
0.485,4.460454180209193e-70,209395_at,221843_s_at
0.485,4.6615242475269325e-70,209395_at,217933_s_at
0.485,5.260010246027667e-70,201555_at,209395_at
0.485,5.3434106138588635e-70,209395_at,220091_at
0.485,5.381202737632564e-70,202524_s_at,209395_at
0.485,5.467468806732217e-70,209395_at,214038_at
0.484,6.307725031456065e-70,200996_at,209395_at
0.484,6.395625572150168e-70,209395_at,209451_at
0.484,6.671016597175037e-70,202643_s_at,209395_at
0.484,7.16784639009391e-70,209395_at,212192_at
0.484,7.719973777279732e-70,209166_s_at,209395_at
0.484,8.28829762981946e-70,209395_at,215946_x_at
0.484,8.302682619306901e-70,201578_at,209395_at
0.484,8.682586882954126e-70,200822_x_at,209395_at
0.484,9.500793865429175e-70,201761_at,209395_at
0.484,9.737723652572755e-70,202649_x_at,209395_at
0.484,9.737723652572755e-70,208093_s_at,209395_at
0.484,9.9102311899748e-70,209395_at,211075_s_at
0.484,1.0170640410956711e-69,209395_at,217772_s_at
0.484,1.0278776302031585e-69,209395_at,219385_at
0.484,1.0754728452514648e-69,209395_at,211931_s_at
0.483,1.2980174625251858e-69,209395_at,212543_at
0.483,1.4914900688852472e-69,209395_at,212242_at
0.483,1.6404319733411397e-69,202076_at,209395_at
0.483,1.876852100566006e-69,209395_at,218594_at
0.483,1.9629175558424142e-69,202005_at,209395_at
0.483,2.04070422551412e-69,209395_at,213122_at
0.483,2.068815184342101e-69,205205_at,209395_at
0.483,2.44951945741223e-69,209395_at,212923_s_at
0.483,2.5925521224774915e-69,202466_at,209395_at
0.482,2.6282246652426127e-69,209395_at,214051_at
0.482,2.632818960722366e-69,203349_s_at,209395_at
0.482,2.632818960722366e-69,200709_at,209395_at
0.482,3.072949267559882e-69,208968_s_at,209395_at
0.482,3.142559501767546e-69,200843_s_at,209395_at
0.482,3.4741022362539185e-69,202268_s_at,209395_at
0.482,3.4775715202412764e-69,209395_at,219006_at
0.482,3.502770946393734e-69,209395_at,210889_s_at
0.482,3.5485088026841506e-69,206407_s_at,209395_at
0.482,3.6399916729111247e-69,209395_at,218877_s_at
0.482,3.64661040409495e-69,202870_s_at,209395_at
0.482,4.2288365879159806e-69,209395_at,218168_s_at
0.482,4.5549199557885267e-69,209395_at,221502_at
0.482,4.86162176771105e-69,209395_at,212653_s_at
0.482,4.92303620473901e-69,209395_at,218559_s_at
0.482,5.092756330004281e-69,209377_s_at,209395_at
0.482,5.272611377901741e-69,209395_at,220066_at
0.481,5.517266119124085e-69,202671_s_at,209395_at
0.481,5.933260454654458e-69,205047_s_at,209395_at
0.481,6.265984949533095e-69,209395_at,221920_s_at
0.481,6.453080068214029e-69,209395_at,218738_s_at
0.481,7.230165717406001e-69,204751_x_at,209395_at
0.481,7.358500826002002e-69,205819_at,209395_at
0.481,7.459699258486014e-69,209395_at,211643_x_at
0.481,7.649929242698795e-69,209395_at,210072_at
0.481,8.40725878948097e-69,201275_at,209395_at
0.481,8.444988601481796e-69,202659_at,209395_at
0.481,8.530761152521184e-69,200005_at,209395_at
0.481,9.053073013078248e-69,209395_at,211742_s_at
0.481,9.702363882734735e-69,202233_s_at,209395_at
0.481,9.85316270584054e-69,200017_at,209395_at
0.481,1.0857163492633199e-68,209395_at,212592_at
0.481,1.0888839190051994e-68,204372_s_at,209395_at
0.481,1.1136295643311551e-68,203336_s_at,209395_at
0.48,1.273613522981257e-68,207677_s_at,209395_at
0.48,1.3079648375144041e-68,201088_at,209395_at
0.48,1.317484657835019e-68,209395_at,218486_at
0.48,1.493136723845221e-68,209395_at,222221_x_at
0.48,1.6864030962832121e-68,202911_at,209395_at
0.48,1.8085041635200871e-68,209395_at,37950_at
0.48,1.8350221702287837e-68,202212_at,209395_at
0.48,1.8416363733927794e-68,202096_s_at,209395_at
0.48,1.929606685118587e-68,201811_x_at,209395_at
0.48,1.93439292515698e-68,209395_at,210592_s_at
0.48,2.028821488937089e-68,209395_at,211725_s_at
0.48,2.0713540239590152e-68,202620_s_at,209395_at
0.48,2.0713540239590152e-68,209395_at,219117_s_at
0.48,2.0797489610715604e-68,209395_at,222218_s_at
0.48,2.157509484893728e-68,205255_x_at,209395_at
0.48,2.1984189488493796e-68,209395_at,212247_at
0.479,2.3069823657981707e-68,209395_at,212588_at
0.479,2.322591792232832e-68,209395_at,211366_x_at
0.479,2.3270750850616552e-68,209395_at,218781_at
0.479,2.3822322422078054e-68,205030_at,209395_at
0.479,2.5753337392369875e-68,209395_at,217897_at
0.479,2.76287668238693e-68,209395_at,219506_at
0.479,2.962119606300638e-68,202244_at,209395_at
0.479,2.9888811218779717e-68,203920_at,209395_at
0.479,3.147255411836934e-68,209395_at,216033_s_at
0.479,3.206186089230014e-68,209395_at,218805_at
0.479,3.3979738145447267e-68,209395_at,218193_s_at
0.479,4.190764341312451e-68,203137_at,209395_at
0.479,4.2004800685770235e-68,202565_s_at,209395_at
0.479,4.283328380613083e-68,209154_at,209395_at
0.479,4.6425173121582615e-68,201697_s_at,209395_at
0.478,4.893733630035249e-68,200960_x_at,209395_at
0.478,4.9133187476465726e-68,209395_at,219243_at
0.478,4.931842532410368e-68,209395_at,217925_s_at
0.478,5.5282536306621156e-68,201622_at,209395_at
0.478,5.557474575858663e-68,209395_at,215034_s_at
0.478,5.653674209826636e-68,209395_at,212658_at
0.478,5.934920064466648e-68,209395_at,218137_s_at
0.478,6.2666769922725265e-68,209395_at,211924_s_at
0.478,6.391008427779297e-68,209395_at,212910_at
0.478,6.408655280411125e-68,203535_at,209395_at
0.478,6.633352619710395e-68,209395_at,221652_s_at
0.478,6.6934434068400004e-68,208812_x_at,209395_at
0.478,6.848247937805547e-68,209392_at,209395_at
0.478,6.887066179798423e-68,209395_at,55081_at
0.478,7.228550984458689e-68,208941_s_at,209395_at
0.478,7.2805632712393715e-68,200974_at,209395_at
0.478,8.132280445381325e-68,209395_at,209774_x_at
0.478,8.283587674935593e-68,204493_at,209395_at
0.478,8.603794852022862e-68,201605_x_at,209395_at
0.478,8.666162269943548e-68,204057_at,209395_at
0.478,8.719158028458133e-68,205603_s_at,209395_at
0.478,9.469099993973176e-68,203074_at,209395_at
0.477,1.069549012240543e-67,209395_at,212734_x_at
0.477,1.0816899195937459e-67,202401_s_at,209395_at
0.477,1.0826355038726568e-67,201200_at,209395_at
0.477,1.11581693634015e-67,200082_s_at,209395_at
0.477,1.1470587070480485e-67,201770_at,209395_at
0.477,1.249240044942871e-67,203430_at,209395_at
0.477,1.268156253054246e-67,203140_at,209395_at
0.477,1.3364154643097392e-67,202698_x_at,209395_at
0.477,1.3428960520014226e-67,202800_at,209395_at
0.477,1.3876537709423242e-67,205639_at,209395_at
0.477,1.4589022033796987e-67,209395_at,217957_at
0.477,1.5744437938556535e-67,201034_at,209395_at
0.477,1.6102231251489973e-67,209395_at,214812_s_at
0.477,1.649964530339134e-67,209395_at,213941_x_at
0.477,1.7825709251787403e-67,207828_s_at,209395_at
0.477,1.8913255199285614e-67,200877_at,209395_at
0.477,1.9806031047658244e-67,201479_at,209395_at
0.476,2.0261084005925798e-67,204745_x_at,209395_at
0.476,2.280580576239139e-67,209395_at,216526_x_at
0.476,2.299370419944728e-67,209395_at,211048_s_at
0.476,2.3068417057023868e-67,200743_s_at,209395_at
0.476,2.3310717432170263e-67,209395_at,36711_at
0.476,2.3310717432170263e-67,201453_x_at,209395_at
0.476,2.3697207243665102e-67,209395_at,219505_at
0.476,2.4266011747946725e-67,200983_x_at,209395_at
0.476,2.475260933653751e-67,202153_s_at,209395_at
0.476,2.4762263011359403e-67,202531_at,209395_at
0.476,2.5260749879384074e-67,209395_at,212973_at
0.476,2.6205034207457447e-67,209395_at,213699_s_at
0.476,2.8451132636444473e-67,202295_s_at,209395_at
0.476,2.9316566550262724e-67,209395_at,212959_s_at
0.476,3.08123380312936e-67,209395_at,212737_at
0.476,3.0874597580854496e-67,209395_at,218723_s_at
0.476,3.3047095051089675e-67,209395_at,211963_s_at
0.476,3.410335493070772e-67,209395_at,209835_x_at
0.476,3.522622171467927e-67,209395_at,212203_x_at
0.476,3.556994167817266e-67,208112_x_at,209395_at
0.476,3.624043586616689e-67,200797_s_at,209395_at
0.476,3.718311184592618e-67,209395_at,218774_at
0.476,3.8509177573451414e-67,200783_s_at,209395_at
0.476,3.887554502522276e-67,209318_x_at,209395_at
0.475,4.3725189750061166e-67,209395_at,216841_s_at
0.475,5.047625701158619e-67,209395_at,213038_at
0.475,5.297461589583819e-67,201362_at,209395_at
0.475,5.9032871141207794e-67,204050_s_at,209395_at
0.475,5.9289149749828e-67,203259_s_at,209395_at
0.475,6.215786552252682e-67,209395_at,221923_s_at
0.475,6.407831777327465e-67,205844_at,209395_at
0.475,6.52429368736618e-67,209395_at,212399_s_at
0.475,6.782366409321703e-67,209395_at,210784_x_at
0.475,7.059778108775209e-67,204786_s_at,209395_at
0.475,7.822740352868561e-67,209395_at,218080_x_at
0.475,8.224915956716832e-67,204825_at,209395_at
0.474,8.400323857698267e-67,209395_at,213414_s_at
0.474,8.528528371000853e-67,201609_x_at,209395_at
0.474,8.889574914044005e-67,202860_at,209395_at
0.474,9.322902960979097e-67,209395_at,218109_s_at
0.474,1.0100418640654278e-66,209395_at,218027_at
0.474,1.0885388733224427e-66,209395_at,214054_at
0.474,1.094098985947209e-66,209395_at,213062_at
0.474,1.1307087485400907e-66,202193_at,209395_at
0.474,1.2149380733139908e-66,202144_s_at,209395_at
0.474,1.2149380733139908e-66,205022_s_at,209395_at
0.474,1.324690627966053e-66,205547_s_at,209395_at
0.474,1.4292261014278965e-66,203547_at,209395_at
0.474,1.5333731486511524e-66,209395_at,212063_at
0.474,1.542048860076016e-66,209395_at,214351_x_at
0.474,1.6349414074090383e-66,209395_at,212539_at
0.474,1.6585236518995295e-66,205692_s_at,209395_at
0.474,1.6954382143377496e-66,200634_at,209395_at
0.473,1.7029214131547103e-66,209395_at,212512_s_at
0.473,1.7149238358859847e-66,204960_at,209395_at
0.473,1.7149238358859847e-66,209395_at,214084_x_at
0.473,1.7870101774379276e-66,204616_at,209395_at
0.473,1.7911884296947125e-66,209395_at,214085_x_at
0.473,1.902601485256676e-66,208969_at,209395_at
0.473,1.917898873589082e-66,201192_s_at,209395_at
0.473,1.9511512523920871e-66,209395_at,209626_s_at
0.473,2.0221627435513748e-66,209395_at,212426_s_at
0.473,2.0221627435513748e-66,201894_s_at,209395_at
0.473,2.2517353264693395e-66,209193_at,209395_at
0.473,2.467212832172569e-66,209395_at,218611_at
0.473,2.5956720997764156e-66,209395_at,214427_at
0.473,2.655332347501043e-66,201000_at,209395_at
0.473,2.655332347501043e-66,209395_at,219410_at
0.473,2.7800088717905306e-66,209395_at,221942_s_at
0.473,2.8876259413562943e-66,203567_s_at,209395_at
0.473,2.893520140538078e-66,209395_at,217165_x_at
0.473,2.964958356513586e-66,209395_at,33323_r_at
0.473,3.028281465988151e-66,200090_at,209395_at
0.473,3.2135469973446644e-66,209395_at,213415_at
0.473,3.359960858467228e-66,209395_at,210951_x_at
0.473,3.3776774026715325e-66,202156_s_at,209395_at
0.472,3.539784009496405e-66,200009_at,209395_at
0.472,3.613973472869655e-66,204257_at,209395_at
0.472,3.71580354245776e-66,206734_at,209395_at
0.472,3.812285024657088e-66,209395_at,212631_at
0.472,3.83916463191016e-66,209395_at,213982_s_at
0.472,3.8834559738344606e-66,209395_at,212118_at
0.472,3.9546751765957603e-66,209395_at,214173_x_at
0.472,3.955168749603552e-66,209395_at,219492_at
0.472,4.0624238105987594e-66,209395_at,218828_at
0.472,4.2278104685784145e-66,205270_s_at,209395_at
0.472,4.2733696442470336e-66,200953_s_at,209395_at
0.472,4.2858931322350045e-66,207727_s_at,209395_at
0.472,4.4986065716800704e-66,209395_at,218424_s_at
0.472,4.5874718275020974e-66,209395_at,213309_at
0.472,4.71728114222456e-66,202576_s_at,209395_at
0.472,4.921764699931956e-66,209395_at,218482_at
0.472,4.965761856515474e-66,209395_at,214459_x_at
0.472,5.159394631823963e-66,209395_at,212173_at
0.472,5.647238145807858e-66,209395_at,217978_s_at
0.472,5.682110365249374e-66,209395_at,217887_s_at
0.472,5.930306154767562e-66,201177_s_at,209395_at
0.472,6.05394000001662e-66,209395_at,213566_at
0.472,6.150196474157506e-66,209395_at,213194_at
0.472,6.409442519249932e-66,209395_at,213377_x_at
0.472,6.449812096209558e-66,200949_x_at,209395_at
0.472,6.584051541651336e-66,209395_at,211974_x_at
0.472,6.643262953040287e-66,208894_at,209395_at
0.472,6.675000526407815e-66,202329_at,209395_at
0.472,6.720069317830286e-66,204846_at,209395_at
0.471,6.96657468208176e-66,209395_at,213088_s_at
0.471,7.071346790691031e-66,209395_at,212859_x_at
0.471,7.286959334443153e-66,209395_at,216295_s_at
0.471,7.286980171112809e-66,209395_at,221619_s_at
0.471,7.376093316498173e-66,209395_at,216207_x_at
0.471,7.736795328034009e-66,209395_at,221523_s_at
0.471,7.948338949753212e-66,209395_at,38149_at
0.471,9.113156603840469e-66,204490_s_at,209395_at
0.471,9.495778084846135e-66,209395_at,212815_at
0.471,9.988988301880598e-66,209395_at,212671_s_at
